,School Name,URL,City,State
952,Culver-Stockton College,http://culver.edu,Canton,MO
953,Drury University,http://drury.edu,Springfield,MO
954,Evangel University,http://evangel.edu,Springfield,MO
955,Fontbonne University,http://fontbonne.edu,Saint Louis,MO
956,Hannibal-LaGrange,http://hlg.edu,Hannibal,MO
957,Harris-Stowe State University,http://hssu.edu,Saint Louis,MO
958,Jefferson College,http://jeffco.edu,Hillsboro,MO
959,Kansas City University of Medicine and Biosciences,http://kcumb.edu,Kansas City,MO
960,Lincoln University,http://lincolne.edu,Jefferson City,MO
961,Lindenwood University,http://lindenwood.edu,Saint Charles,MO
962,Linn State Technical College,http://linnstate.edu,Linn,MO
963,Maryville University,http://maryville.edu,Saint Louis,MO
964,Metropolitan Community College,http://mcckc.edu,Kansas City,MO
965,Mineral Area College,http://mineralarea.edu,Park Hills,MO
966,Mizzou University of Missouri,http://missouri.edu,Columbia,MO
967,Missouri State University,http://missouristate.edu,Springfield,MO
968,Missouri Valley College,http://moval.edu,Marshall,MO
969,Missouri Southern State University,http://mssu.edu,Joplin,MO
970,Missouri University of Science and Technology,http://mst.edu,Rolla,MO
971,North Central Missouri College,http://ncmissouri.edu,Trenton,MO
972,Nazarene Theological Seminary,http://nts.edu,Kansas City,MO
973,Northwest Missouri State University,http://nwmissouri.edu,Maryville,MO
974,Ozarks Technical Community College,http://otc.edu,Springfield,MO
975,Park University,http://park.edu,Parkville,MO
976,Rockhurst University,http://rockhurst.edu,Kansas City,MO
977,Southwest Baptist University,http://sbuniv.edu,Bolivar,MO
978,South Central Career Center,http://scccwp.edu,West Plains,MO
979,Southeast Missouri State University,http://semo.edu,Cape Girardeau,MO
980,Saint Louis University,http://slu.edu,Saint Louis,MO
981,Saint Charles Community College,http://stchas.edu,Cottleville,MO
982,Saint Louis Community College,http://stlcc.edu,Saint Louis,MO
983,Truman State University,http://truman.edu,Kirksville,MO
984,University of Central Missouri,http://ucmo.edu,Warrensburg,MO
985,University of Missouri Kansas City,http://umkc.edu,Kansas City,MO
986,University of Missouri Saint Louis,http://umsl.edu,Saint Louis,MO
987,University of Missouri System,http://umsystem.edu,Columbia,MO
988,Webster University,http://webster.edu,Webster Groves,MO
989,"Westminster College, Missouri",http://westminster-mo.edu,Fulton,MO
990,Washington University in Saint Louis,http://wustl.edu,Saint Louis,MO
991,Alcorn State University,http://alcorn.edu,Lorman,MS
992,Belhaven University,http://belhaven.edu,Jackson,MS
993,Delta State University,http://deltastate.edu,Cleveland,MS
994,East Mississippi Community College,http://eastms.edu,Scooba,MS
995,Jackson State University,http://jsums.edu,Jackson,MS
996,Mississippi Gulf Coast Community College,http://mgccc.edu,Perkinston,MS
997,Mississippi State University,http://mssstate.edu,Mississippi State,MS
998,Northeast Mississippi Community College,http://nemcc.edu,Booneville,MS
999,The University of Mississippi,http://olemiss.edu,University,MS
1000,Pearl River Community College,http://prcc.edu,Hattiesburg,MS
1001,Reformed Theological Seminary,http://rts.edu,Jackson,MS
1002,University of Mississippi Medical Center,http://umc.edu,Jackson,MS
1003,University of Southern Mississippi,http://usm.edu,Hattiesburg,MS
1004,William Carey University,http://wmcarey.edu,Hattiesburg,MS
1005,Itawamba Community College,http://iccms.edu,Fulton,MS
1006,Blackfeet Community College,http://bfcc.edu,Browning,MT
1007,Carroll College,http://carroll.edu,Helena,MT
1008,Fort Peck Community College,http://fpcc.edu,Poplar,MT
1009,Flathead Valley Community College,http://fvcc.edu,Kalispell,MT
1010,Miles Community College,http://milescc.edu,Miles City,MT
1011,Montana State University,http://montana.edu,Bozeman,MT
1012,Montana State University Billings,http://msubillings.edu,Billings,MT
1013,Montana State University - Northern,http://msun.edu,Havre,MT
1014,Montana Tech of the University of Montana,http://mtech.edu,Butte,MT
1015,Montana University System,http://mus.edu,Helena,MT
1016,Rocky Mountain College,http://rocky.edu,Billings,MT
1017,University of Montana Helena College,http://umhelena.edu,Helena,MT
1018,University of Montana,http://umt.edu,Missoula,MT
1019,University of Montana Western,http://umwestern.edu,Dillon,MT
1020,Asheville-Buncombe Technical Community College,http://abtech.edu,Asheville,NC
1021,Alamance Community College,http://alamancecc.edu,Burlington,NC
1022,Appalachian State University,http://appstate.edu,Boone,NC
1023,Bladen Community College,http://bladencc.edu,Dublin,NC
1024,Body Therapy Institute,http://bti.edu,Siler City,NC
1025,Campbell University,http://campbell.edu,Buies Creek,NC
1026,Cape Fear Community College,http://cfcc.edu,Wilmington,NC
1027,Charlotte School of Law,http://charlottelaw.edu,Charlotte,NC
1028,Chowan University,http://chowan.edu,Murfreesboro,NC
1029,Central Piedmont Community College,http://cpcc.edu,Charlotte,NC
1030,Craven Community College,http://cravencc.edu,New Bern,NC
1031,Davidson College,http://davidson.edu,Davidson,NC
1032,Duke University,http://duke.edu,Durham,NC
1033,Durham Technical Community College,http://durhamtech.edu,Durham,NC
1034,Elizabeth City State University,http://ecsu.edu,Elizabeth City,NC
1035,East Carolina University,http://ecu.edu,Greenville,NC
1036,Elon University,http://elon.edu,Elon,NC
1037,Fayetteville Technical Community College,http://faytechcc.edu,Fayetteville,NC
1038,Forsyth Technical Community College,http://forsythtech.edu,Winston-Salem,NC
1039,Gardner-Webb University,http://gardner-webb.edu,Boiling Springs,NC
1040,Gaston College,http://gaston.edu,Dallas,NC
1041,Guilford Technical Community College,http://gtcc.edu,Jamestown,NC
1042,Heritage Bible College,http://heritagebiblecollege.edu,Dunn,NC
1043,High Point University,http://highpoint.edu,High Point,NC
1044,Isothermal Community College,http://isothermal.edu,Spindale,NC
1045,Lenoir Community College,http://lenoircc.edu,Kinston,NC
1046,Lees McRae College,http://lmc.edu,Banner Elk,NC
1047,Methodist University,http://methodist.edu,Fayetteville,NC
1048,The University of Mount Olive,http://umo.edu,Mount Olive,NC
1049,Montgomery Community College,http://montgomery.edu,Troy,NC
1050,North Carolina Central University,http://nccu.edu,Durham,NC
1051,North Carolina School of Science and Mathematics,http://ncssm.edu,Durham,NC
1052,North Carolina State University,http://ncsu.edu,Raleigh,NC
1053,North Carolina Wesleyan College,http://ncwc.edu,Rocky Mount,NC
1054,New Life Theological Seminary,http://nlts.edu,Charlotte,NC
1055,University of North Carolina,http://northcarolina.edu,Wilmington,NC
1056,Piedmont Community College,http://piedmontcc.edu,Roxboro,NC
1057,Pitt Community College,http://pittcc.edu,Greenville,NC
1058,Queens University of Charlotte,http://queens.edu,Charlotte,NC
1059,Randolph Community College,http://randolph.edu,Asheboro,NC
1060,Roanoke-Chowan Community College,http://roanokechowan.edu,Ahoskie,NC
1061,Salem College,http://salem.edu,Winston-Salem,NC
1062,Sampson Community College,http://sampsoncc.edu,Clinton,NC
1063,Sandhills Community College,http://sandhills.edu,Pinehurst,NC
1064,Saint Andrews University,http://sapc.edu,Laurinburg,NC
1065,Southeastern Community College,http://sccnc.edu,Whiteville,NC
1066,Southeastern Baptist Theological Seminary,http://sebts.edu,Wake Forest,NC
1067,Shaw University,http://shawu.edu,Raleigh,NC
1068,Southwestern Community College,http://southwesterncc.edu,Sylva,NC
1069,South Piedmont Community College,http://spcc.edu,(multiple locations),NC
1070,Stanly Community College,http://stanly.edu,(multiple locations),NC
1071,Saint Augustine's University,http://st-aug.edu,Raleigh,NC
1072,University of North Carolina at Chapel Hill,http://unc.edu,Chapel Hill,NC
1073,University of North Carolina Asheville,http://unca.edu,Asheville,NC
1074,University of North Carolina Charlotte,http://uncc.edu,Charlotte,NC
1075,University of North Carolina Greensboro,http://uncg.edu,Greensboro,NC
1076,University of North Carolina Pembroke,http://uncp.edu,Pembroke,NC
1077,University of North Carolina School of the Arts,http://uncsa.edu,Winston-Salem,NC
1078,University of North Carolina Wilmington,http://uncw.edu,Wilmington,NC
1079,Vance-Granville Community College,http://vgcc.edu,Henderson,NC
1080,Wake Technical Community College,http://waketech.edu,Raleigh,NC
1081,Warren Wilson College,http://warren-wilson.edu,Asheville,NC
1082,Western Carolina University,http://wcu.edu,Cullowhee,NC
1083,Wake Forest University,http://wfu.edu,Winston-Salem,NC
1084,Western Piedmont Community College,http://wpcc.edu,Morganton,NC
1085,Winston-Salem State University,http://wssu.edu,Winston-Salem,NC
1086,Dakota College at Bottineau,http://dakotacollege.edu,Bottineau,ND
1087,Mayville State University,http://mayvillestate.edu,Mayville,ND
1088,Minot State University,http://minotstateu.edu,Minot,ND
1089,North Dakota State University,http://ndsu.edu,Fargo,ND
1090,North Dakota University System,http://ndus.edu,Bismarck,ND
1091,Turtle Mountain Community College,http://tm.edu,Belcourt,ND
1092,University of North Dakota,http://und.edu,Grand Forks,ND
1093,United Tribes Technical College,http://utcc.edu,Bismarck,ND
1094,Valley City State University,http://vcsu.edu,Valley City,ND
1095,Williston State College,http://willistonstate.edu,Williston,ND
1096,Bellevue University,http://bellevue.edu,Bellevue,NE
1097,Bryan College of Health Sciences,http://bryanhealth.com,(multiple locations),NE
1098,Creighton University,http://creighton.edu,Omaha,NE
1099,Chadron State College,http://csc.edu,Chadron,NE
1100,Concordia University Nebraska,http://cune.edu,Seward,NE
